what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1302363657460
error,log,,,"Exception occurred executing command line.",1302363657541
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363657605
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363658958
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363660334
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363675104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363675911
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363678334
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1302363678483
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302363678536
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1302363678587
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1302363683180
error,log,,,"Unhandled event loop exception",1302363690739
error,log,,,"Unhandled event loop exception",1302363694471
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363696503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363698618
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1302363699706
error,log,,,"Exception occurred executing command line.",1302363699802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363699841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363701475
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1302363703576
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302363704119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363708303
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1302363756523
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1302363756525
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1302363756528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363777495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302363777998
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472817550
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472819632
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472819657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472819756
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472823710
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302472828216
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1302472832418
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1302472832529
stopped,bundle,org.eclipse.ant.launching,1.0.1.v20101020_r362,"org.eclipse.ant.launching",1302472832652
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302472832746
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1302472832783
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1302472832803
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1302472832855
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1302472833002
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1302472833002
stopped,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302472833002
